Id,OverallRating,ReviewHeader,Name,Datetime,VerifiedReview,ReviewBody,TypeOfTraveller,SeatType,Route,DateFlown,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Aircraft,Food&Beverages,InflightEntertainment,Wifi&Connectivity,clean_review,wordcount,vader_compound_score,vader_prediction,"TextBlob_Analysis (Polarity, Subjectivity)",TextBlob_Analysis (Subjectivity),TextBlob_Analysis (Polarity),textblob_prediction,Transformer_Prediction,Transformer_Score,Transformer_Prediction_Specified,real_y
2687,1,"""never fly British Airways again""",Janet Kay Cox,30th September 2015,FALSE,"Have flown previously in British Airways Business Class. Flew in World Traveler economy class on this trip, with adult children on their first flight to England. Loading was chaotic. Seated middle four seat section, row 49. No air conditioning in cabin. Several of us complained about heat and lack of air flow. Did not get answer from stewardess until an hour into the flight. Took 3 hours before air conditioning kicked in. No room under the seat to store handbag. Seats appear to be smaller. When person in row in front of me reclined, I had minimal room to move or to access my purse. Little attention from cabin attendants. Told them I was getting dizzy from lack of cool air, and they allowed me to move to seat in galley where air was cooler from Business Class seats. Food served was terrible. No advance menu to choose from. No individual lighting or air. I thought it was my worst experience until immigration 2.5 hour wait in line to clear immigration / customs. Our prepaid taxi waited 90 minutes and then left. Horrible experience. The return flight was worse. Delayed 1.5 hours on the ground due to no air conditioning in Coach seating again, though First and Business had it. They brought us water in the last 30 minutes. Will never fly British Airways again.",Family Leisure,Economy Class,Phoenix to Heathrow,15-Sep,1,2,2,1,no,Boeing 747-400,1,1,2,flown previously british airways business class. flew world traveler economy class trip adult children first flight england. loading chaotic. seated middle four seat section row 49. air conditioning cabin. several us complained heat lack air flow. get answer stewardess hour flight. took 3 hours air conditioning kicked in. room seat store handbag. seats appear smaller. person row front reclined minimal room move access purse. little attention cabin attendants. told getting dizzy lack cool air allowed move seat galley air cooler business class seats. food served terrible. advance menu choose from. individual lighting air. thought worst experience immigration 2.5 hour wait line clear immigration customs. prepaid taxi waited 90 minutes left. horrible experience. return flight worse. delayed 1.5 hours ground due air conditioning coach seating though first business it. brought us water last 30 minutes. never fly british airways again.,224,"{'neg': 0.177, 'neu': 0.792, 'pos': 0.031, 'compound': -0.969}",Negative,"Sentiment(polarity=-0.15738636363636363, subjectivity=0.4155303030303031)",0.4155303030303031,-0.157386364,Negative,sadness,0.5479186773300171,Negative,Negative
1481,8,"""wonderful member of crew""",H Cole,6th September 2017,FALSE,"London to Vancouver. I booked our trip with them as the price was unbeatable. Our outward flight to Vancouver was delayed by approx an hour. We were seated on the top deck and I was impressed by the room we had (window/Aisle and 3 middle seats). The crew were great with our young sons offering them extra drinks, pillows etc. Food was OK (the kids Mac cheese was better than the adult meals). Entertainment was good and flight was smooth most of the way. On our return flight we again had a delay of about an hour but 45 mins of that was made up thanks to a strong tail wind. Again we were on the top deck and it was so quiet up there it was lovely. Food was again just ok. We had an incident where my son spilt a bottle of Fanta all over himself midflight when everyone was asleep. He was drenched and I had no spare clothes for him. I spoke to a wonderful member of crew who couldn't be more helpful. She found some first class PJs for him to change into and gave him a couple of extra goodies and she checked up on us a few times after that commenting how good he had been throughout the flight. She really made what could have been a stressful situation much easier and her positive friendly attitude really helped me out. I was pleasently surprised by BA on both legs of our journey and I wouldn't hesitate to book with them again, just a shame they can't up their game food wise.",Family Leisure,Economy Class,London to Vancouver,17-Aug,3,5,4,3,yes,A380,3,4,,london vancouver. booked trip price unbeatable. outward flight vancouver delayed approx hour. seated top deck impressed room window aisle 3 middle seats . crew great young sons offering extra drinks pillows etc. food ok kids mac cheese better adult meals . entertainment good flight smooth way. return flight delay hour 45 mins made thanks strong tail wind. top deck quiet lovely. food ok. incident son spilt bottle fanta midflight everyone asleep. drenched spare clothes him. spoke wonderful member crew could helpful. found first class pjs change gave couple extra goodies checked us times commenting good throughout flight. really made could stressful situation much easier positive friendly attitude really helped out. pleasently surprised ba legs journey would hesitate book shame cannot game food wise.,273,"{'neg': 0.094, 'neu': 0.575, 'pos': 0.331, 'compound': 0.9892}",Positive,"Sentiment(polarity=0.35467607105538124, subjectivity=0.4843260188087774)",0.4843260188087774,0.35467607105538124,Positive,surprise,0.9640737175941467,Neutral,Positive
611,10,"""the crew were outstanding""",Christopher Neep,28th February 2020,TRUE,"Vancouver to London. There are time when British Airways deserve to be ranked as one of the very best carriers. This flight proves the point. From the warm welcome at the door on boarding until deplaning at LHR, the crew were outstanding. Friendly, attentive and professional. The dinner was excellent. Excellent choices on the menu, accompanied by some decent wines. I had a painful back from running. A flight attendant provided some medication, came back to my seat an hour or so later to check on me and remembered to ask me if the pain had subsided when I deplaned. Very thoughtful. Seat was comfortable and complemented by a proper cushion and a very nice quilted blanket. IFE good. The B747-400 is showing its age but it’s still a wonderful, iconic aircraft to fly on and I’ll continue to prefer it over the B777. ",Solo Leisure,Premium Economy,Vancouver to London,20-Feb,4,5,4,5,yes,Boeing 747-400,5,5,,vancouver london. time british airways deserve ranked one best carriers. flight proves point. warm welcome door boarding deplaning lhr crew outstanding. friendly attentive professional. dinner excellent. excellent choices menu accompanied decent wines. painful back running. flight attendant provided medication came back seat hour later check remembered ask pain subsided deplaned. thoughtful. seat comfortable complemented proper cushion nice quilted blanket. ife good. b747 400 showing age still wonderful iconic aircraft fly continue prefer b777.,147,"{'neg': 0.06, 'neu': 0.566, 'pos': 0.374, 'compound': 0.9859}",Positive,"Sentiment(polarity=0.4056666666666668, subjectivity=0.5416666666666667)",0.5416666666666667,0.4056666666666668,Positive,joy,0.9949770569801331,Positive,Positive
1420,3,"""now becoming as bad as Ryanair""",V Mitov,26th October 2017,FALSE,"London to Sofia. Cabin crew were kind. This is the only positive thing. British Airways are now becoming as bad as Ryanair! Onboard passengers have to pay ridiculous amount of money even for a small bottle of water. When I booked my flight from Heathrow to Sofia, I was told I get a free checked in bag for my baby girl. A day before my flight I decided to double check this and called their customer service line and the guy on the phone told me I need to pay for checked in bag if I want one. I told him that there should be one included for my baby daughter but he said this is not true. I asked him to double check this and he said he already did so I had to pay for a checked bag (£30 each way) since I already had my suitcase packed. Next day, as I went to the check in at Heathrow, I was asked how many bags do I want to check in. I asked how many bags am I allowed to check in and the lady said I can check in two bags- one for my baby and the one that I’ve paid for the previous day. The thing is that I only had one suitcase since the guy on the phone told me I can only check one bag (if I pay for it first). After I arrived in Sofia, I rang British airways and explained everything, so they agreed they should refund the money they’ve charged me for the additional bag. They said they’ll refund the £30 for the London-Sofia flight the same day and the other £30 fee for the Sofia-London route in about a week time. A month later I checked my online banking and saw they’ve only refunded £30 for the outbound journey. I rang them and they’ve said they are sorry and they’ll refund the remaining £30 within the next 3 days. When I pointed that it should be fair and reasonable that I get a 20% discount voucher from my next flight price, they said this is something British Airways do not offer. ",Family Leisure,Economy Class,London to Sofia,17-Sep,3,4,3,3,no,,1,,,london sofia. cabin crew kind. positive thing. british airways becoming bad ryanair onboard passengers pay ridiculous amount money even small bottle water. booked flight heathrow sofia told get free checked bag baby girl. day flight decided double check called customer service line guy phone told need pay checked bag want one. told one included baby daughter said true. asked double check said already pay checked bag 30 way since already suitcase packed. next day went check heathrow asked many bags want check in. asked many bags allowed check lady said check two bags one baby one paid previous day. thing one suitcase since guy phone told check one bag pay first . arrived sofia rang british airways explained everything agreed refund money charged additional bag. said refund 30 london sofia flight day 30 fee sofia london route week time. month later checked online banking saw refunded 30 outbound journey. rang said sorry refund remaining 30 within next 3 days. pointed fair reasonable get 20 discount voucher next flight price said something british airways offer.,370,"{'neg': 0.077, 'neu': 0.818, 'pos': 0.105, 'compound': 0.8126}",Positive,"Sentiment(polarity=0.09280303030303032, subjectivity=0.40883838383838383)",0.40883838383838383,0.09280303,Positive,anger,0.6879242658615112,Negative,Negative
478,1,"""BA did nothing to ease the process""",Mangesh Kulkarni,8th December 2021,TRUE,"British Airways is taking reservations and then cancelling flights without giving any reasons. We had further plans that all needed to be cancelled because of the flights. BA did nothing to ease the process and offered absolutely no explanation of why the flight was cancelled, I am not going to travel on BA again and may not travel again this year at all.",Family Leisure,Business Class,London to Delhi,21-Jan,1,1,1,1,no,,1,1,1,british airways taking reservations cancelling flights without giving reasons. plans needed cancelled flights. ba nothing ease process offered absolutely explanation flight cancelled going travel ba may travel year all.,63,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.7873}",Negative,"Sentiment(polarity=0.1, subjectivity=0.45)",0.45,0.1,Positive,sadness,0.9391183257102966,Negative,Negative
2889,6,British Airways customer review,I Rodriguez,2nd July 2015,FALSE,"My experience chimes with the general consensus on the Club World service LHR-JFK. Cabin, seats and fittings are showing their age and look rather shabby by this point. Not too clean, red wine spills on my foot rest when I boarded. Tiny screen and IFE looked dated, not great entertainment selection. The food quality was good but service from cabin crew was rather indifferent with little attempt to make it a special dining experience. Nuts and chocolates served in packets, not bowls. Not attentive over providing drinks refills or water. I wasnt offered all of the items listed on the menu - where did my fruit and cheese platter go? Had to ask for coffee/tea refills after the meal. Brewed coffee only - no fresh lattes/cappuccinos. Was not offered disgestifs after the meal. Cabin crew disappeared after the meal. Self service snacks in the galley were economy quality (apart from some nice rose champagne). Just not a luxury or experience! Felt like I was in economy but with more space and food.",Solo Leisure,Business Class,LHR to JFK  ,15-Jul,3,3,4,4,no,,4,2,,experience chimes general consensus club world service lhr jfk. cabin seats fittings showing age look rather shabby point. clean red wine spills foot rest boarded. tiny screen ife looked dated great entertainment selection. food quality good service cabin crew rather indifferent little attempt make special dining experience. nuts chocolates served packets bowls. attentive providing drinks refills water. offered items listed menu fruit cheese platter go ask coffee tea refills meal. brewed coffee fresh lattes cappuccinos. offered disgestifs meal. cabin crew disappeared meal. self service snacks galley economy quality apart nice rose champagne . luxury experience felt like economy space food.,175,"{'neg': 0.051, 'neu': 0.739, 'pos': 0.21, 'compound': 0.9567}",Positive,"Sentiment(polarity=0.3321924603174603, subjectivity=0.6226190476190477)",0.6226190476190477,0.3321924603174603,Positive,sadness,0.8035138845443726,Negative,Negative
919,10,"""a fantastic flight""",Alan Mountford,12th April 2019,TRUE,"London to Tokyo Narita. Had a fantastic flight in the new BA First cabin on the Boeing 787. On both journeys the crew were outstanding as was the food and the service. The food was of high end restaurant standard, the seat comfortable.",Couple Leisure,First Class,London to Tokyo Narita,18-Nov,5,5,5,5,yes,Boeing 787-9,5,5,,london tokyo narita. fantastic flight new ba first cabin boeing 787. journeys crew outstanding food service. food high end restaurant standard seat comfortable.,43,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.8979}",Positive,"Sentiment(polarity=0.26376623376623376, subjectivity=0.5575541125541125)",0.5575541125541125,0.26376623376623376,Positive,joy,0.9962981343269348,Positive,Positive
3227,7,British Airways customer review,John Frewen-Lord,31st December 2014,FALSE,A380 to Hong Kong WT+. Wonderful plane slept for a number of hours (which for me is all but unheard of). Food much better than I was expecting considering that WT+ is supposed to get the same food as WT. Plane left on time and arrived early. Crew friendly - I had little call to ask them for much but any request was quickly attended to. Return from Bangkok incoming flight (and hence departure from BKK) delayed to ATC in UK BA provided voucher which was more than enough for a good sized breakfast. 777 nowhere near as nice as the A380 noisy seats less comfortable and I got barely any sleep on this 13h flight. FAs not as attentive as going out but no real complaints. Poor choice of entertainment on very small screen. Overall quite good and fair value for money in WT+.,,Premium Economy,,,3,3,,4,yes,,4,2,,a380 hong kong wt . wonderful plane slept number hours unheard . food much better expecting considering wt supposed get food wt. plane left time arrived early. crew friendly little call ask much request quickly attended to. return bangkok incoming flight hence departure bkk delayed atc uk ba provided voucher enough good sized breakfast. 777 nowhere near nice a380 noisy seats less comfortable got barely sleep 13h flight. fas attentive going real complaints. poor choice entertainment small screen. overall quite good fair value money wt .,147,"{'neg': 0.109, 'neu': 0.631, 'pos': 0.26, 'compound': 0.9452}",Positive,"Sentiment(polarity=0.24337121212121213, subjectivity=0.4848484848484848)",0.4848484848484848,0.24337121212121213,Positive,joy,0.9956515431404114,Positive,Positive
446,10,"""T5 arrivals lounge was excellent""",E Smyth,19th February 2022,TRUE,Check in at IAD was quick and easy. Lounge in Washington was a BA lounge and very good. Sound pre flight food offerings for this overnight flight. Flight on time and boarded promptly. As we had eaten we opted to sleep. There was full dinner and breakfast service for those that wanted it. We slept well. On time arrival and quickly made it to T5 arrivals lounge which was excellent.,Family Leisure,Business Class,Washington to London,22-Feb,4,5,5,4,yes,Boeing 787-9,4,4,4,check iad quick easy. lounge washington ba lounge good. sound pre flight food offerings overnight flight. flight time boarded promptly. eaten opted sleep. full dinner breakfast service wanted it. slept well. time arrival quickly made t5 arrivals lounge excellent.,70,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.891}",Positive,"Sentiment(polarity=0.5071428571428572, subjectivity=0.6261904761904763)",0.6261904761904763,0.5071428571428572,Positive,joy,0.9974156618118286,Positive,Positive
1656,6,"""not improving where they should""",Ivan Oscar Sterza,13th May 2017,FALSE,"London to Santiago de Chile. Surprisingly pleasing flight onboard Boeing 787, decided to give it a try to a rear facing business class window seat and discovered the B787 is - or looks - far lighter and wider than any B777 I've been travelling on (could be larger windows or the fuselage shape which makes the ""cocoon"" look less cramped). Even the seat looks wider, while the IFE screen is wider with a higher resolution. The odd ""ying-yang"" layout is slightly better on Boeing 787 as the central rows do not have the honeymoon seats, therefore you won't share such a narrow space with a stranger in case you end up there. So first impression better than usual; unfortunately the soft product remains way below par (I pre-ordered the main dish of the meal which this time was actually available, but the beef was overcooked and chewy), I will never stop mentioning that the amenity kit is simply ridiculous - sort of a blue shoe bag, too small to fit shoes though. The crew very friendly but slightly less attentive than usual. Overall the experience was better than usual - mainly thanks to a newer, quieter aircraft - but BA is not improving where they should, in those details that make business class something worth EUR3,000 spent. Still no wi-fi on BA. Not commenting the ying-yang layout, which remains a mystery to me (who approved such a nonsense?).",Business,Business Class,London to Santiago de Chile,17-May,3,4,3,3,no,Boeing 787,2,4,,london santiago de chile. surprisingly pleasing flight onboard boeing 787 decided give try rear facing business class window seat discovered b787 looks far lighter wider b777 travelling could larger windows fuselage shape makes cocoon look less cramped . even seat looks wider ife screen wider higher resolution. odd ying yang layout slightly better boeing 787 central rows honeymoon seats therefore share narrow space stranger case end there. first impression better usual unfortunately soft product remains way par pre ordered main dish meal time actually available beef overcooked chewy never stop mentioning amenity kit simply ridiculous sort blue shoe bag small fit shoes though. crew friendly slightly less attentive usual. overall experience better usual mainly thanks newer quieter aircraft ba improving details make business class something worth eur3 000 spent. still wi fi ba. commenting ying yang layout remains mystery approved nonsense .,242,"{'neg': 0.059, 'neu': 0.729, 'pos': 0.212, 'compound': 0.9706}",Positive,"Sentiment(polarity=0.10373563218390806, subjectivity=0.3758620689655172)",0.3758620689655172,0.10373563218390806,Positive,joy,0.9682533144950867,Positive,Positive
983,7,"""it's showing its age""",David Ellis,30th January 2019,TRUE,"The 2-3-2 seating in the front section of Club World on the upper deck feels marginally less cramped than 2-4-2, but it's showing its age in contrast to other carriers. A full cabin also means queues for the two loos, although they're a lot more spacious than in First. The drinks and dinner service took a good couple of hours, but the revamped Club World food is definitely an improvement. The fish option for the main course was some of the best food I've had in the air. The White Company bedding does little to cushion the rather hard seats. Cabin crew were generally good and the CSM was particularly visible during the flight. Breakfast was improved with the option to pre-select items. Arrival was ahead of schedule.",Couple Leisure,Business Class,London to Johannesburg ,19-Jan,3,4,3,3,yes,A380,4,3,,2 3 2 seating front section club world upper deck feels marginally less cramped 2 4 2 showing age contrast carriers. full cabin also means queues two loos although lot spacious first. drinks dinner service took good couple hours revamped club world food definitely improvement. fish option main course best food air. white company bedding little cushion rather hard seats. cabin crew generally good csm particularly visible flight. breakfast improved option pre select items. arrival ahead schedule.,136,"{'neg': 0.014, 'neu': 0.762, 'pos': 0.224, 'compound': 0.9563}",Positive,"Sentiment(polarity=0.2067307692307692, subjectivity=0.3583333333333333)",0.3583333333333333,0.2067307692307692,Positive,sadness,0.8110020160675049,Negative,Positive
1730,1,"""not a good first trip on British Airways""",Tassos Kyriakides,14th April 2017,FALSE,"The flight from New York JFK to London Heathrow was extremely uncomfortable, although the entertainment was quite good on the TVs, the food was horrible, plasticy tasting, and above all not tasty. The flight from Heathrow back to JFK had many delays, although this was out of anyone's control, it was very inconvenient and there was a terribly long wait to board the new plane (5 hours). At first we were told that we would be brought to a new plane as soon as possible, but almost an hour later here were many other delays and disappointments that we were notified about. The other passangers and myself should not have to wait for hours to get on a new plane. I wish the discomfort of the plane, bad food, and time of delays were reduced dramatically. So far, not a good first trip on British Airways.
",Family Leisure,Economy Class,London Heathrow to New York JFK,17-Apr,1,2,1,1,no,,1,3,1,flight new york jfk london heathrow extremely uncomfortable although entertainment quite good tvs food horrible plasticy tasting tasty. flight heathrow back jfk many delays although anyone control inconvenient terribly long wait board new plane 5 hours . first told would brought new plane soon possible almost hour later many delays disappointments notified about. passangers wait hours get new plane. wish discomfort plane bad food time delays reduced dramatically. far good first trip british airways.,148,"{'neg': 0.229, 'neu': 0.643, 'pos': 0.128, 'compound': -0.8606}",Negative,"Sentiment(polarity=0.034772727272727275, subjectivity=0.5375757575757575)",0.5375757575757575,0.034772727272727275,Positive,fear,0.5237385034561157,Negative,Negative
1713,7,"""attendants were very attentive""",Antony Vaughn,19th April 2017,FALSE,"New York JFK to London Heathrow return. My review is based on three different criteria: Service, food, and seat comfort. Overall the service was very good. The flight attendants were very attentive throughout the flight, and very professional. Any request was handled in a timely manner. The flight was full, but service did not suffer. The food on the flight was absolutely disgusting and inedible. A choice of thai vegatable curry, or a chicken dish which I ate one bite of. The highlight of the meal was the two bite chocolate granache. Also, they have eliminated the second meal/snack service - all they served was tea/coffee and a cookie. Very poor indeed. Seat comfort was the best I've experienced in economy. I managed 4 hours of sleep on a 7 hour crossing. The slideable headrests allow your head not to bob. If not for the disgusting food i would give a 9/10.",Family Leisure,Economy Class,London to New York JFK,17-Apr,5,4,4,4,yes,Boeing 747-400,1,4,,new york jfk london heathrow return. review based three different criteria service food seat comfort. overall service good. flight attendants attentive throughout flight professional. request handled timely manner. flight full service suffer. food flight absolutely disgusting inedible. choice thai vegatable curry chicken dish ate one bite of. highlight meal two bite chocolate granache. also eliminated second meal snack service served tea coffee cookie. poor indeed. seat comfort best experienced economy. managed 4 hours sleep 7 hour crossing. slideable headrests allow head bob. disgusting food would give 9 10.,155,"{'neg': 0.133, 'neu': 0.712, 'pos': 0.156, 'compound': 0.1063}",Neutral,"Sentiment(polarity=0.03474025974025975, subjectivity=0.5681818181818182)",0.5681818181818182,0.03474026,Positive,anger,0.8005779385566711,Negative,Neutral
838,9,"""Staff on both flights fine""",E Smyth,5th July 2019,TRUE,Return flight to Dublin. Outbound Galleries North fine and good breakfast. Flight was fine. Return flight was delayed by 40 mins gate staff kept us informed. Lounge at Dublin was generic lounge but was ok. Staff on both flights fine. Return aircraft quite new and well presented.,Business,Economy Class,Dublin to London,19-Jul,4,4,4,4,yes,A320 neo,,,,return flight dublin. outbound galleries north fine good breakfast. flight fine. return flight delayed 40 mins gate staff kept us informed. lounge dublin generic lounge ok. staff flights fine. return aircraft quite new well presented.,47,"{'neg': 0.044, 'neu': 0.655, 'pos': 0.301, 'compound': 0.8393}",Positive,"Sentiment(polarity=0.3694805194805194, subjectivity=0.4363636363636364)",0.4363636363636364,0.3694805194805194,Positive,joy,0.9003466367721558,Positive,Positive
1236,4,"""cheaper than competitors""",L Harper,15th April 2018,TRUE,"Gatwick to Barbados in December 2017. On a 9 hour flight they provided one meal, and afternoon tea which consisted of a mars bar and a cup of tea. The plane was aging and yellowing round the edges and the staff were surly. The only redeeming thing was that it was cheaper than competitors (but still not cheap).",Couple Leisure,Economy Class,Gatwick to Barbados,17-Dec,2,2,3,2,no,,1,2,,gatwick barbados december 2017. 9 hour flight provided one meal afternoon tea consisted mars bar cup tea. plane aging yellowing round edges staff surly. redeeming thing cheaper competitors still cheap .,59,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,"Sentiment(polarity=0.2333333333333333, subjectivity=0.5333333333333333)",0.5333333333333333,0.2333333333333333,Positive,joy,0.6740899682044983,Positive,Negative
3430,10,British Airways customer review,David Iles,17th September 2014,FALSE,LGW-MCO-SEA-LHR. Seats booked during Club World sale window - so reasonable priced. Check in at Gatwick very easy and through the fast track in about 5 mins. Boarded on time with short wait before take off. Staff on the outbound leg superb attentive without being intrusive food as ever palatable and overall great trip. Inbound Seattle - Heathrow. Lounge at Seattle is simply too small with insufficient seating however once on plane staff were again excellent although they appeared little rushed when compared with the outbound leg that may simply be because the CW cabin was more full. That said the high standards were maintained so a credit to the team in the CW cabin. Overall another good experience when travelling with BA.,,Business Class,,,5,5,,5,yes,,4,5,,lgw mco sea lhr. seats booked club world sale window reasonable priced. check gatwick easy fast track 5 mins. boarded time short wait take off. staff outbound leg superb attentive without intrusive food ever palatable overall great trip. inbound seattle heathrow. lounge seattle simply small insufficient seating however plane staff excellent although appeared little rushed compared outbound leg may simply cw cabin full. said high standards maintained credit team cw cabin. overall another good experience travelling ba.,124,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.9716}",Positive,"Sentiment(polarity=0.3003645833333333, subjectivity=0.5581547619047619)",0.5581547619047619,0.3003645833333333,Positive,joy,0.9977881908416748,Positive,Positive
833,3,"""nothing left of business class""",H Galloway,10th July 2019,TRUE,"Madrid to London with British Airways. There is nothing left of business class on these flights. When they bring the hot towel it feels like a bad joke. Seats are the same as coach, they took forever to hang my jacket after I asked in three occasions, they gave me a sit that is considered a bad coach seat without window! (See picture) and on top of everything I find myself having to put my luggage (just a backpack) far behind my seat because they are choosing to bring the extra hand luggage that doesn’t fit anymore in coach to business class. Ridiculous service so not worth the x2.5 cost that a business class ticket goes for. Feel totally ripped off.",Business,Business Class,Madrid to London,19-Jul,3,1,1,1,no,A320,,,,madrid london british airways. nothing left business class flights. bring hot towel feels like bad joke. seats coach took forever hang jacket asked three occasions gave sit considered bad coach seat without window see picture top everything find put luggage backpack far behind seat choosing bring extra hand luggage fit anymore coach business class. ridiculous service worth x2.5 cost business class ticket goes for. feel totally ripped off.,122,"{'neg': 0.115, 'neu': 0.714, 'pos': 0.171, 'compound': 0.3818}",Neutral,"Sentiment(polarity=-0.04487179487179485, subjectivity=0.5179487179487179)",0.5179487179487179,-0.044871795,Negative,anger,0.4757421016693115,Negative,Negative
2499,7,"""food was decent""",Javier Bacallado ,16th December 2015,FALSE,"MAD-SYD VIA LHR with British Airways. Overall good experience. All flights on time. Transfer in LHR T5 very fast and easy. For the long-haul flights: comfortable seats, personal IFE, lots of choices availeable. Food was decent for economy. The only downside: Flight attendants failed to give a good service on all 4 sectors. Not one staff member gave a service with a smile.",Solo Leisure,Economy Class,Madrid to Sydney via LHR,15-Dec,4,1,4,4,yes,Boeing 777-300,3,4,,mad syd via lhr british airways. overall good experience. flights time. transfer lhr t5 fast easy. long haul flights comfortable seats personal ife lots choices availeable. food decent economy. downside flight attendants failed give good service 4 sectors. one staff member gave service smile.,65,"{'neg': 0.147, 'neu': 0.603, 'pos': 0.25, 'compound': 0.7184}",Positive,"Sentiment(polarity=0.1326923076923077, subjectivity=0.4769230769230769)",0.4769230769230769,0.1326923076923077,Positive,sadness,0.9929158687591553,Negative,Positive
2851,7,British Airways customer review,N Sunder,20th July 2015,FALSE,"Both flights on time, aircraft appeared to be well maintained. BA should be commended for retaining 9-abreat seating in the 777, legroom is adequate and adjustable headrest is a nice touch. AVOD was decent, with clear screen, though movie selection was not extensive. Catering was marginal on the outbound flight from Atlanta, with breakfast ""croissant"" being inedible, however, much better on the inbound flight from London. Cabin crew were professional, but utterly aloof, interacting with the passengers without the slightest hint of warmth. Not allowing seat selection until 24 hours prior to the flight (without paying extra) is a negative, in my opinion.",Solo Leisure,Economy Class,ATL to LHR,15-Jul,4,2,3,3,yes,Boeing 777-200,3,4,,flights time aircraft appeared well maintained. ba commended retaining 9 abreat seating 777 legroom adequate adjustable headrest nice touch. avod decent clear screen though movie selection extensive. catering marginal outbound flight atlanta breakfast croissant inedible however much better inbound flight london. cabin crew professional utterly aloof interacting passengers without slightest hint warmth. allowing seat selection 24 hours prior flight without paying extra negative opinion.,104,"{'neg': 0.033, 'neu': 0.727, 'pos': 0.24, 'compound': 0.9289}",Positive,"Sentiment(polarity=0.13636363636363638, subjectivity=0.43787878787878787)",0.43787878787878787,0.13636363636363638,Positive,joy,0.9633800983428955,Positive,Positive
97,2,"""The service is really mediocre""",K Malec,20th July 2023,TRUE,"I don't understand why British Airways is classified as a 4 star airline? The service is really mediocre. The food is untasty and insufficient for a long haul trip. Some members of the cabin crew are friendly but they are not attentive enough and create a very basic experience. This really is all about getting from point A to B without what it used to be an enjoyable trip making experience. The inflight entertainment is fairly good, but you do need to bring your own water not to get dehydrated, some snacks and ideally food and perhaps smile to yourself as otherwise you are faced with just a cold, personality less experience. ",Solo Leisure,Economy Class,Seattle to London Heathrow,23-Jun,2,2,3,3,no,Boeing 787,1,3,,understand british airways classified 4 star airline service really mediocre. food untasty insufficient long haul trip. members cabin crew friendly attentive enough create basic experience. really getting point b without used enjoyable trip making experience. inflight entertainment fairly good need bring water get dehydrated snacks ideally food perhaps smile otherwise faced cold personality less experience.,113,"{'neg': 0.037, 'neu': 0.711, 'pos': 0.252, 'compound': 0.9168}",Positive,"Sentiment(polarity=0.1470238095238095, subjectivity=0.4994047619047618)",0.4994047619047618,0.1470238095238095,Positive,joy,0.9964967370033264,Positive,Negative
